No.,Company Name,Logo/Brand,Sponsor Type,Hall,pavilion no.,Originator Country,Representatives,Basic introduction,News/Recent Outstanding Achievement/Applications and Project References,Type of Industry,Hydrogen-focused business,Website,Form of Contacts,Highlighted Info,Unknown,Source_Sheet,Img_Logo,Img_Rep,Img_NewsProj,Img_Contact,Img_Highlight
35,Avantium Chemicals B.V.,-,Exhibitor,C,30,Netherlands,-,"Avantium develops and commercialises innovative chemistry technologies in order to produce chemicals and materials based on renewable feedstock instead of fossil resources. Our two lead products are FDCA  and plantMEG™. Together, they enable the production of the novel plastic PEF: 100% plant-based, recyclable and degradable with superior performance. Avantium also provides advanced catalysis products and services to organisations who desire to gain efficiency in their processes.",-,"Renewable Product, Plant Base PEF",Green Field of Energy/ Start-up/Innovative Technology/AI Technology ,https://avantium.com/,Website; Tel: +31 (0)20 586 8080; E: marketing@avantium.com;  https://www.facebook.com/Avantium/; https://twitter.com/Avantium; https://www.linkedin.com/company/avantium-technologies/,-,-,A,Avantium Chemicals BV_Logo_Image_104.png,,Avantium Chemicals BV_NewsProj_Image_105.png,,Avantium Chemicals BV_Highlight_Image_106.png
36,AVK Industrial Nederland BV,-,Exhibitor,A,30,Netherlands,-,"AVK Industrial Nederland is a subsidiary of AVK Nederland BV and part of the international AVK Group. AVK has built strong brands supplying valves and fitting for industrial water treatment, chemical processing, marine, dams and reservoirs, HVAC and other industrial sectors.",-,"Manufacturer, Valve & Fitting",Hydrogen Production Equipment Manaufacturers and its apparatus,https://www.avkindustrial.nl/nl-nl,"Website; Tel: 
+31 578 56 06 02; E: info@avkindustrial.nl",-,-,A,AVK Industrial Nederland BV_Logo_Image_107.png,AVK Industrial Nederland BV_Rep_Image_108.png,AVK Industrial Nederland BV_NewsProj_Image_109.png,,AVK Industrial Nederland BV_Highlight_Image_110.png
37,Axens,-,Exhibitor,A,112B,France,-,"Axens group provides a complete range of solutions for the conversion of oil and biomass to cleaner fuels, the production and purification of major petrochemical intermediates, the chemical recycling of plastics, all natural gas treatment and conversion options along with hydrogen purification and transport, water treatment and carbon capture.
The offer includes technologies, equipment, furnaces, modular units, catalysts, adsorbents and related services.",-,"Energy, Oil & Gas, Biomass, Hydrogen storage, ",Hydrogen Storage tank and other forms of Pressure Vessels,https://www.axens.net/,Website; https://twitter.com/AxensGroup; https://www.linkedin.com/company/axens,-,-,A,Axens_Logo_Image_111.png,Axens_Rep_Image_112.png,Axens_NewsProj_Image_113.png,,Axens_Highlight_Image_114.png
21,Ammonia Energy Asscoiation,-,Exhibitor,D,100,United States,-,"AEA Conferences provide its members with the opportunity to collaborate, learn and share information, and together accelerate the responsible adoption of ammonia in a sustainable economy.",-,Association/ Webinar/ Articles/Conferences/Presentation/Certification about Ammonia,Conference Organizer/ Event Advertiser/Journalism/,Conference Organizer/ Event Advertiser/Journalism/,https://ammoniaenergy.org/,-,-,A,Ammonia Energy Asscoiation_Logo_Image_53.png,,,,Ammonia Energy Asscoiation_Highlight_Image_54.png
22,Amnis Pura,-,Exhibitor,D,78,Portugal,-,"Amnis Pura provides gas purification solutions based on Pressure Swing Adsorption technology, with particular focus on hydrogen production","1. GAMMA: Green Ammonia and Biomethanol fuel Maritime Vessels
2. M-eco2: industrial cluster for the production of advanced biofuels
3. The “Baterias 2030” project
See: https://amnispura.com/projects-gas-purification/
",Gas purification solutions based on Pressure Swing Adsorption technology,Hydrogen Project Owners/Showcase/Reference/Business Portfolio,Hydrogen Production Equipment Manaufacturers and its apparatus,https://amnispura.com/,-,-,A,Amnis Pura_Logo_Image_55.png,Amnis Pura_Rep_Image_56.png,,Amnis Pura_Contact_Image_57.png,Amnis Pura_Highlight_Image_58.png
23,Andritz AG,-,Exhibitor,A,104,Austria,-,"A global leader in passionate & innovative engineering. Pioneer in large-scale tech solutions.
International technology group ANDRITZ offers a broad portfolio of innovative plants, equipment, systems, services and digital solutions for a wide range of industries and end markets.
Sustainability is an integral part of the company’s business strategy and corporate culture. With its extensive portfolio of sustainable products and solutions, ANDRITZ aims to make the greatest possible contribution to a sustainable future and help its customers achieve their sustainability goals.
ANDRITZ is a global market leader in all four of its business areas – Pulp & Paper, Metals, Hydropower and Environment & Energy. Technological leadership and global presence are cornerstones of the group’s strategy, which is focused on long-term profitable growth.",-,-,H2 Business developer &  Investor,Renewable Energy Companies,https://www.andritz.com/group-en,Website; Tel: +43 316 6902 0; E: welcome@andritz.com; https://www.youtube.com/c/AndritzGroup,-,A,Andritz AG_Logo_Image_59.png,Andritz AG_Rep_Image_60.png,Andritz AG_NewsProj_Image_61.png,,Andritz AG_Highlight_Image_62.png
1,Baden Württemberg International GmbH,-,Exhibitors,E,21,Germany,-,our role is to bring business and science to the global markets and to position the state as an attractive location internationally – now and in the future.,"Provide
tailored support to companies of all sizes, to universities,
research institutions and other innovative
and/or value-creating organisations in their
internationalisation efforts.",Investment destinations,Academic or Research Institution,https://www.thelaend.de/en/,Website,"We implement targeted projects in Germany and abroad on behalf of third parties.

Thanks to our many years of experience in the area of business and science development, we are a competent and sought-after partner to ministries and institutions in Germany and abroad as a project service provider. We currently implement projects on behalf of Baden-Württemberg’s Ministry of Economic Affairs, Labour and Tourism, the Baden-Württemberg Stiftung foundation and the European Commission. Our active role as part of these measures underpins our internationalisation competency – ensuring added value for Baden-Württemberg as a location.",-,B,Baden Württemberg International GmbH_Logo_Image_116.png,Baden Württemberg International GmbH_Rep_Image_117.png,,,
2,Baeken,-,Exhibitors with Physical & Virtual Stands,D,12,Netherlands,-,"project controls and providing insight into the impact of making decisions, managing risks and targeting results.",-,Professiooning Services,EPC and/or Engineering Services and Consulting Firms,https://www.baeken.com,Website,-,-,B,Baeken_Logo_Image_118.png,Baeken_Rep_Image_119.png,Baeken_NewsProj_Image_120.png,,Baeken_Highlight_Image_121.png
3,Baker Hughes,-,Exhibitors,A,18,United States,-," one of the world's largest oil field services companies, it provides products and services for oil well drilling, formation evaluation, completion, production, and reservoir consulting.","1. Joint venture for drilling services with Akastor ASA's subsidiary, MHWirth AS. 2. Acquired a license for the use of Mixed-Salt Process technology for flue gas carbon capture from SRI International. 3.acquired Compact Carbon Capture, a company developing solvent-based carbon capture patents.",Energy Technology Company,Renewable Energy Companies,https://www.bakerhughes.com/,Website,-,-,B,Baker Hughes_Logo_Image_122.png,Baker Hughes_Rep_Image_123.png,,,Baker Hughes_Highlight_Image_124.png
4,Baltimore Aircoil Company,-,Exhibitors,A,10,Belgium,-,"Leading the Marketplace in Evaporative Cooling
Wherever people live, work, play or learn, Baltimore Aircoil Company is there. BAC makes custom-specific evaporative cooling solutions to maximize energy-efficiency for HVAC, Industrial, and Refrigeration marketplaces. Watch to learn more about BAC’s history, company culture, and dedication to customers’ needs around the world.",-,"Sustainable cooling solutions for HVAC, refrigeration, industrial, power, process, and manufacturing industries.",Energy Conservation Technology,www.BaltimoreAircoil.com,Website,-,-,B,Baltimore Aircoil Company_Logo_Image_125.png,Baltimore Aircoil Company_Rep_Image_126.png,Baltimore Aircoil Company_NewsProj_Image_127.png,,Baltimore Aircoil Company_Highlight_Image_128.png
5,Battolyser Systems,-,Bronze Sponsors,D,92,Netherlands,-,Battolyser systems is an innovative [clean tech] electrolyser producer enabling 100% green hydrogen at lowest LCOH,-,Electrolyser producer,Hydrogen Production Equipment Manaufacturers and its apparatus,https://www.battolysersystems.com/,Website,-,-,B,Battolyser Systems_Logo_Image_129.png,Battolyser Systems_Rep_Image_130.png,Battolyser Systems_NewsProj_Image_131.png,,Battolyser Systems_Highlight_Image_132.png
6,BC Trade & Invest,-,Exhibitors,E,02Z,Canada,-,"On the West Coast of Canada, British Columbia (B.C.) offers opportunity in expansion and capital investment across a wide range of industries, with trade representatives specializing in facilitating opportunities with investors from nations around the world.",-,International trade consultant,Energy Trading Organization and/or Finance Institution,https://www.britishcolumbia.ca/about-british-columbia-canada/,Website,-,-,B,BC Trade  Invest_Logo_Image_133.png,,BC Trade  Invest_NewsProj_Image_134.png,,BC Trade  Invest_Highlight_Image_135.png
7,Bearhead Energy,-,Exhibitors,E,02H,Canada,-,"""Bear Head Energy is actively developing a world scale clean energy project. Nova Scotia’s unique geographical characteristics give the region the potential to become one of the most productive green hydrogen and green ammonia development locations in the world.""",-,"Planning to develop, construct and operate a large-scale green hydrogen and ammonia production, storage & loading facility",EPC and/or Engineering Services and Consulting Firms,https://www.bearheadenergy.ca/,Website,-,-,B,Bearhead Energy_Logo_Image_136.png,,Bearhead Energy_NewsProj_Image_137.png,,Bearhead Energy_Highlight_Image_138.png
8,BECHT,-,Exhibitors,B,36,United States,-,"Provides technical excellence in Engineering Solutions, Plant Services, Training & Software Tools to worldwide clients",-,Engineering Services,EPC and/or Engineering Services and Consulting Firms,https://becht.com/,Website,-,-,B,BECHT_Logo_Image_139.png,BECHT_Rep_Image_140.png,BECHT_NewsProj_Image_141.png,,BECHT_Highlight_Image_142.png
9,Beijing Tianhai Industry Company,-,Exhibitors,D,44,China,-,"Beijing Tianhai Industry Co., Ltd. is a joint venture with eight professional manufacturing facilities for the production of gas storage and transportation equipment."," BTIC can produce high pressure seamless steel cylinder, welded cylinder, composite cylinder, accumulator shells, cryogenic cylinder, and gas storage special container, SCBA and cryogenic tanks in more than 800 sizes and the products serve a wide application in chemical industries, fire fighting, petroleum industries, energy, city construction, food process, metallurgy, mechanics, electronics, etc.",Pressure Vessel Manufacturer,Hydrogen Storage tank and other forms of Pressure Vessels,https://www.btic.cn/en/index.aspx,Website,-,-,B,Beijing Tianhai Industry Company_Logo_Image_143.png,Beijing Tianhai Industry Company_Rep_Image_144.png,,,Beijing Tianhai Industry Company_Highlight_Image_145.png
10,Belgian Hydrogen Council,-,Exhibitors,A,106,Belgium,-,"TWEED and WaterstofNet clusters join forces in the Belgian Hydrogen Council !

The Belgian Hydrogen Council represents the Belgian Hydrogen Industry in Belgium and abroad.",-,Commercial Affiliation; CEO-level Advisory Body,Energy Trading Organization and/or Finance Institution,https://belgianhydrogencouncil.be/,Website,-,-,B,Belgian Hydrogen Council_Logo_Image_146.png,Belgian Hydrogen Council_Rep_Image_147.png,Belgian Hydrogen Council_NewsProj_Image_148.png,,Belgian Hydrogen Council_Highlight_Image_149.png
11,BLACK & VEATCH,-,Exhibitors,E,5,United States,-,"Black & Veatch serves multiple markets that encompass the hydrogen value chain. We have strong experience in the development of renewable energy and natural gas feedstocks; water treatment for industrial applications; hydrogen generation and purification; hydrogen compression, handling and power generation; and selection of cost-effective storage technology. Our consultants bring strategic, regulatory and market experience to evaluate and support the sequenced growth of regional hydrogen economies.",-,"Engineering, procurement, and construction, and consulting",EPC and/or Engineering Services and Consulting Firms,https://www.bv.com/,Website,-,-,B,BLACK  VEATCH_Logo_Image_150.png,BLACK  VEATCH_Rep_Image_151.png,BLACK  VEATCH_NewsProj_Image_152.png,,BLACK  VEATCH_Highlight_Image_153.png
